date,closing_price,prev_price_diff,opening_price,high_price,low_price,volume
2021.09.08,"76,300",200,"76,000","76,400","75,600","11,798,147"
2021.09.07,"76,100","1,200","77,100","77,100","75,900","13,239,401"
2021.09.06,"77,300",700,"76,800","77,600","76,600","12,861,180"
2021.09.03,"76,600",600,"76,400","76,700","76,000","12,096,419"
2021.09.02,"76,000",800,"76,800","76,800","75,700","15,347,486"
2021.09.01,"76,800",100,"76,700","77,100","75,900","16,114,775"
2021.08.31,"76,700","2,100","74,900","76,700","74,300","24,630,370"
2021.08.30,"74,600",300,"75,400","75,500","74,200","12,686,999"
2021.08.27,"74,300",300,"74,300","75,000","73,800","15,172,748"
2021.08.26,"74,600","1,100","76,100","76,200","74,600","16,671,494"
2021.08.25,"75,700",100,"76,200","76,600","74,900","22,319,664"
2021.08.24,"75,600","2,300","73,900","75,700","73,900","21,016,913"
2021.08.23,"73,300",600,"73,300","74,000","73,000","19,384,648"
2021.08.20,"72,700",400,"73,500","73,900","72,500","22,364,803"
2021.08.19,"73,100",800,"73,500","74,400","73,100","22,166,298"
2021.08.18,"73,900",300,"73,900","74,600","73,100","29,192,631"
2021.08.17,"74,200",200,"74,000","75,100","74,000","30,944,847"
2021.08.13,"74,400","2,600","75,800","76,000","74,100","61,270,643"
2021.08.12,"77,000","1,500","77,100","78,200","76,900","42,365,223"
2021.08.11,"78,500","1,700","79,600","79,800","78,500","30,241,137"
2021.08.10,"80,200","1,300","82,300","82,400","80,100","20,362,639"
2021.08.09,"81,500",0,"81,500","82,300","80,900","15,522,581"
2021.08.06,"81,500",600,"81,900","82,500","81,300","13,342,623"
2021.08.05,"82,100",800,"83,300","83,300","82,000","18,485,469"
2021.08.04,"82,900","1,500","82,200","83,100","81,800","25,642,368"
2021.08.03,"81,400","2,100","79,400","81,400","79,300","24,339,360"
2021.08.02,"79,300",800,"79,200","79,500","78,700","11,739,124"
2021.07.30,"78,500",500,"78,900","78,900","78,500","13,823,411"
2021.07.29,"79,000",200,"78,800","79,400","78,800","14,360,453"
2021.07.28,"79,200",700,"78,300","79,200","78,100","12,743,417"
2021.07.27,"78,500",300,"79,200","79,400","78,500","11,427,693"
2021.07.26,"78,800",500,"79,400","79,500","78,800","10,040,975"
2021.07.23,"79,300",400,"79,700","79,900","79,200","9,098,910"
2021.07.22,"79,700","1,200","79,000","79,800","78,900","12,618,790"
2021.07.21,"78,500",500,"79,000","79,100","78,500","12,355,296"
2021.07.20,"79,000",0,"78,500","79,000","78,400","12,456,646"
2021.07.19,"79,000",800,"79,100","79,200","78,800","13,155,414"
2021.07.16,"79,800",800,"80,100","80,100","79,500","10,859,399"
2021.07.15,"80,600","1,100","79,800","80,600","79,500","13,766,279"
2021.07.14,"79,500",300,"79,400","79,600","79,100","11,575,636"
2021.07.13,"79,800",100,"80,000","80,200","79,800","9,863,450"
2021.07.12,"79,700",300,"79,900","80,000","79,500","9,768,108"
2021.07.09,"79,400",500,"79,600","79,800","79,000","22,720,577"
2021.07.08,"79,900",900,"81,100","81,200","79,900","16,660,998"
2021.07.07,"80,800",400,"81,200","81,300","80,300","15,992,202"
2021.07.06,"81,200",800,"80,600","81,200","80,500","12,131,651"
2021.07.05,"80,400",400,"80,100","80,800","80,000","8,330,969"
2021.07.02,"80,000",100,"80,000","80,400","79,900","8,753,097"
2021.07.01,"80,100",600,"80,500","80,600","80,000","13,382,882"
2021.06.30,"80,700",300,"81,100","81,400","80,700","13,288,643"
2021.06.29,"81,000",900,"81,900","82,100","80,800","15,744,317"
2021.06.28,"81,900",300,"81,700","82,000","81,600","11,578,529"
2021.06.25,"81,600",400,"81,500","81,900","81,200","13,481,405"
2021.06.24,"81,200","1,100","80,400","81,400","80,100","18,771,080"
2021.06.23,"80,100",100,"80,500","80,600","79,900","13,856,548"
2021.06.22,"80,000",100,"80,200","80,300","79,900","11,773,365"
2021.06.21,"79,900",600,"79,700","80,000","79,600","16,063,340"
2021.06.18,"80,500",400,"81,100","81,100","80,500","14,916,721"
2021.06.17,"80,900",900,"81,100","81,300","80,700","14,007,385"
2021.06.16,"81,800",900,"81,500","81,900","81,100","14,999,855"
2021.06.15,"80,900",400,"80,900","81,200","80,600","10,075,685"
2021.06.14,"80,500",500,"80,800","80,900","80,500","10,550,078"
2021.06.11,"81,000",0,"81,200","81,700","80,700","14,087,962"
2021.06.10,"81,000",100,"81,300","81,400","80,900","17,586,995"
2021.06.09,"81,100",800,"81,500","82,000","81,100","14,908,823"
2021.06.08,"81,900",0,"82,300","82,600","81,800","12,781,226"
2021.06.07,"81,900",300,"82,700","82,800","81,600","16,496,197"
2021.06.04,"82,200",600,"82,700","82,700","81,500","18,112,259"
2021.06.03,"82,800","2,000","81,300","83,000","81,100","29,546,007"
2021.06.02,"80,800",200,"80,400","81,400","80,300","16,414,644"
2021.06.01,"80,600",100,"80,500","81,300","80,100","14,058,401"
2021.05.31,"80,500",400,"80,300","80,600","79,600","13,321,324"
2021.05.28,"80,100",500,"79,800","80,400","79,400","12,360,199"
2021.05.27,"79,600",200,"80,000","80,000","79,100","23,198,510"
2021.05.26,"79,800",100,"80,400","80,500","79,700","11,984,359"
2021.05.25,"79,900",200,"80,000","80,400","79,800","13,628,942"
2021.05.24,"79,700",400,"80,100","80,400","79,500","13,398,666"
2021.05.21,"80,100",600,"80,100","81,500","79,800","20,961,714"
2021.05.20,"79,500",100,"79,400","79,700","79,100","16,541,828"
2021.05.18,"79,600",0,"79,600","80,000","79,100","17,494,407"
2021.05.17,"79,600",500,"80,800","80,900","79,200","17,740,855"
2021.05.14,"80,100","1,600","79,000","80,300","78,900","16,450,920"
2021.05.13,"78,500","1,500","78,900","79,600","78,400","31,490,096"
2021.05.12,"80,000","1,200","80,800","81,200","79,800","35,812,268"
2021.05.11,"81,200","2,000","82,500","82,600","81,100","28,996,680"
2021.05.10,"83,200","1,300","82,300","83,500","81,800","19,385,027"
2021.05.07,"81,900",400,"81,800","82,100","81,500","14,154,882"
2021.05.06,"82,300",300,"81,700","82,300","81,700","17,047,511"
2021.05.04,"82,600",900,"81,900","82,600","81,800","12,532,550"
2021.05.03,"81,700",200,"81,000","82,400","81,000","15,710,336"
2021.04.30,"81,500",200,"81,900","82,100","81,500","18,673,197"
2021.04.29,"81,700",400,"82,400","82,500","81,500","20,000,973"
2021.04.28,"82,100",800,"83,200","83,200","82,100","15,596,759"
2021.04.27,"82,900",600,"83,200","83,300","82,500","12,941,533"
2021.04.26,"83,500",700,"82,900","83,500","82,600","15,489,938"
2021.04.23,"82,800",400,"81,900","82,900","81,600","17,805,080"
2021.04.22,"82,400",200,"82,900","83,000","82,400","13,934,746"
2021.04.21,"82,600","1,300","83,300","83,500","82,500","21,636,079"
2021.04.20,"83,900",600,"83,300","84,000","83,100","15,521,965"
2021.04.19,"83,300",600,"83,800","84,000","83,300","15,287,311"
2021.04.16,"83,900",200,"84,700","84,700","83,600","15,429,522"
2021.04.15,"84,100",100,"83,700","84,500","83,400","16,377,412"
2021.04.14,"84,000",0,"84,000","84,300","83,400","13,794,652"
2021.04.13,"84,000",800,"83,000","84,500","82,800","15,238,206"
2021.04.12,"83,200",400,"84,100","84,100","83,100","12,915,282"
2021.04.09,"83,600","1,100","84,700","84,900","83,400","18,193,707"
2021.04.08,"84,700",900,"85,700","85,700","84,100","19,244,259"
2021.04.07,"85,600",400,"86,100","86,200","85,400","17,885,538"
2021.04.06,"86,000",600,"86,200","86,200","85,100","19,042,023"
2021.04.05,"85,400",600,"85,800","86,000","84,800","16,255,990"
2021.04.02,"84,800","1,900","84,000","85,200","83,900","22,997,538"
2021.04.01,"82,900","1,500","82,500","83,000","82,000","18,676,461"
2021.03.31,"81,400",800,"82,400","82,700","81,400","17,240,518"
2021.03.30,"82,200",600,"81,600","82,300","81,300","13,121,698"
2021.03.29,"81,600",100,"81,700","81,700","81,000","14,952,134"
2021.03.26,"81,500",300,"81,400","81,600","81,000","12,845,778"
2021.03.25,"81,200",200,"81,000","82,100","80,800","14,758,826"
2021.03.24,"81,000",800,"81,000","81,600","80,700","17,926,638"
2021.03.23,"81,800",200,"82,600","82,900","81,800","13,299,907"
2021.03.22,"82,000",100,"82,000","82,300","81,700","12,670,506"
2021.03.19,"81,900","1,000","82,100","82,500","81,800","15,869,700"
2021.03.18,"82,900",600,"82,800","83,800","82,600","18,585,244"
2021.03.17,"82,300",500,"82,800","82,900","82,000","11,625,146"
2021.03.16,"82,800","1,000","82,200","83,000","82,100","12,293,537"
2021.03.15,"81,800","1,000","82,800","82,900","81,800","13,735,798"
2021.03.12,"82,800",800,"83,100","83,500","82,400","13,530,573"
2021.03.11,"82,000","1,100","81,000","82,500","81,000","23,818,297"
2021.03.10,"80,900",500,"82,400","82,500","80,700","20,038,422"
2021.03.09,"81,400",600,"81,400","81,900","80,600","25,420,764"
2021.03.08,"82,000",100,"82,900","83,000","81,600","17,641,256"
2021.03.05,"82,100",300,"81,100","82,600","81,100","20,508,971"
2021.03.04,"82,400","1,600","82,600","83,200","82,200","24,348,331"
2021.03.03,"84,000",400,"83,500","84,000","82,800","19,882,132"
2021.03.02,"83,600","1,100","85,100","85,300","83,000","33,498,180"
2021.02.26,"82,500","2,800","82,800","83,400","82,000","38,520,800"
2021.02.25,"85,300","3,300","84,000","85,400","83,000","34,155,986"
2021.02.24,"82,000",0,"81,800","83,600","81,300","26,807,651"
2021.02.23,"82,000",200,"81,200","82,900","81,100","20,587,314"
2021.02.22,"82,200",400,"83,800","84,200","82,200","25,419,886"
2021.02.19,"82,600",500,"82,300","82,800","81,000","25,880,879"
2021.02.18,"82,100","1,100","83,200","83,600","82,100","21,327,683"
2021.02.17,"83,200","1,700","83,900","84,200","83,000","18,307,735"
2021.02.16,"84,900",700,"84,500","86,000","84,200","20,483,100"
2021.02.15,"84,200","2,600","83,800","84,500","83,300","23,529,706"
2021.02.10,"81,600","1,100","82,600","82,600","81,600","23,025,766"
2021.02.09,"82,700",300,"84,000","84,800","82,700","20,898,332"
2021.02.08,"83,000",500,"83,800","84,200","83,000","15,338,765"
2021.02.05,"83,500","1,000","83,100","84,000","82,500","18,036,835"
2021.02.04,"82,500","2,100","83,500","83,800","82,100","24,171,688"
2021.02.03,"84,600",200,"84,800","85,400","83,400","22,112,205"
2021.02.02,"84,400","1,400","84,100","86,400","83,700","26,302,077"
2021.02.01,"83,000","1,000","81,700","83,400","81,000","28,046,832"
2021.01.29,"82,000","1,700","84,500","85,000","82,000","39,615,978"
2021.01.28,"83,700","1,900","83,200","85,600","83,200","31,859,808"
2021.01.27,"85,600","1,100","86,600","87,700","85,600","26,423,070"
2021.01.26,"86,700","2,700","88,800","89,200","86,500","33,178,936"
2021.01.25,"89,400","2,600","87,000","89,900","86,300","27,258,534"
2021.01.22,"86,800","1,300","89,000","89,700","86,800","30,861,661"
2021.01.21,"88,100",900,"87,500","88,600","86,500","25,318,011"
2021.01.20,"87,200",200,"89,000","89,000","86,500","25,211,127"
2021.01.19,"87,000","2,000","84,500","88,000","83,600","39,895,044"
2021.01.18,"85,000","3,000","86,600","87,300","84,100","43,227,951"
2021.01.15,"88,000","1,700","89,800","91,800","88,000","33,431,809"
2021.01.14,"89,700",0,"88,700","90,000","88,700","26,393,970"
2021.01.13,"89,700",900,"89,800","91,200","89,100","36,068,848"
2021.01.12,"90,600",400,"90,300","91,400","87,800","48,682,416"
2021.01.11,"91,000","2,200","90,000","96,800","89,500","90,306,177"
2021.01.08,"88,800","5,900","83,300","90,000","83,000","59,013,307"
2021.01.07,"82,900",700,"82,800","84,200","82,700","32,644,642"
2021.01.06,"82,200","1,700","83,300","84,500","82,100","42,089,013"
2021.01.05,"83,900",900,"81,600","83,900","81,600","35,335,669"
2021.01.04,"83,000","2,000","81,000","84,400","80,200","38,655,276"
2020.12.30,"81,000","2,700","77,400","81,300","77,300","29,417,421"
2020.12.29,"78,300",400,"78,800","78,900","77,300","30,339,449"
2020.12.28,"78,700",900,"79,000","80,100","78,200","40,085,044"
2020.12.24,"77,800","3,900","74,100","78,800","74,000","32,502,870"
2020.12.23,"73,900","1,600","72,400","74,000","72,300","19,411,326"
2020.12.22,"72,300",700,"72,500","73,200","72,100","16,304,910"
2020.12.21,"73,000",0,"73,100","73,400","72,000","20,367,355"
2020.12.18,"73,000",300,"73,300","73,700","73,000","17,613,029"
2020.12.17,"73,300",500,"73,400","73,700","72,600","24,293,214"
2020.12.16,"73,800",0,"74,100","74,500","73,400","17,512,081"
2020.12.15,"73,800",0,"73,800","74,100","73,300","20,863,671"
2020.12.14,"73,800",400,"73,600","74,500","73,200","21,510,415"
2020.12.11,"73,400",500,"73,500","73,800","73,100","18,486,672"
2020.12.10,"72,900","1,000","72,700","73,800","72,500","39,882,928"
2020.12.09,"73,900","2,200","72,100","73,900","72,000","24,077,996"
2020.12.08,"71,700","1,200","72,200","72,900","71,600","25,000,338"
2020.12.07,"72,900","1,400","72,400","73,500","71,900","28,490,496"
2020.12.04,"71,500","1,800","70,400","72,100","70,100","28,130,533"
2020.12.03,"69,700",200,"70,100","70,500","69,300","23,677,989"
2020.12.02,"69,500","1,700","68,400","69,900","68,300","29,703,942"
2020.12.01,"67,800","1,100","67,100","68,300","67,100","22,327,173"
2020.11.30,"66,700","1,500","68,400","68,600","66,700","43,811,016"
2020.11.27,"68,200",200,"68,000","68,400","67,600","14,063,434"
2020.11.26,"68,000","1,400","66,100","68,000","66,000","19,023,323"
2020.11.25,"66,600","1,100","67,900","68,300","66,500","32,447,065"
2020.11.24,"67,700",200,"67,900","69,500","67,000","32,158,235"
2020.11.23,"67,500","2,800","64,800","67,800","64,700","27,134,398"
2020.11.20,"64,700",100,"63,900","65,200","63,900","15,068,682"
2020.11.19,"64,600",200,"64,100","64,800","63,900","16,590,290"
2020.11.18,"64,800",900,"65,700","66,200","64,700","22,963,790"
2020.11.17,"65,700",600,"67,000","67,000","65,600","30,204,089"
2020.11.16,"66,300","3,100","64,000","66,700","63,900","36,354,334"
2020.11.13,"63,200","2,200","61,300","63,200","61,000","31,508,829"
2020.11.12,"61,000",300,"61,000","61,400","60,700","19,800,573"
2020.11.11,"61,300","1,100","60,700","61,400","60,400","25,628,510"
2020.11.10,"60,200",0,"60,500","60,500","59,500","19,073,552"
2020.11.09,"60,200",100,"60,700","60,900","60,100","15,892,961"
2020.11.06,"60,100",200,"60,700","60,800","59,600","16,910,230"
2020.11.05,"60,300","1,800","59,000","60,300","58,800","20,639,475"
2020.11.04,"58,500",300,"58,900","59,000","57,800","21,718,561"
2020.11.03,"58,800","1,400","57,900","58,900","57,600","14,950,919"
2020.11.02,"57,400",800,"56,400","57,500","56,000","20,489,076"
2020.10.30,"56,600","1,500","58,000","58,000","56,600","26,907,844"
2020.10.29,"58,100",900,"58,200","58,500","57,500","22,636,966"
2020.10.28,"59,000",800,"59,400","59,400","58,800","14,428,882"
2020.10.27,"59,800",600,"60,300","60,300","59,500","17,260,416"
2020.10.26,"60,400",200,"60,400","61,100","60,100","13,268,226"
2020.10.23,"60,200",100,"60,400","60,400","59,800","9,322,232"
2020.10.22,"60,100",800,"60,300","60,500","59,800","14,294,095"
2020.10.21,"60,900",0,"61,200","61,500","60,600","15,703,443"
2020.10.20,"60,900",900,"60,300","60,900","60,100","19,326,115"
2020.10.19,"60,000",500,"59,600","60,200","59,500","14,474,985"
2020.10.16,"59,500",500,"60,000","60,400","59,000","16,554,190"
2020.10.15,"60,000",900,"60,700","60,800","59,700","17,756,232"
2020.10.14,"60,900",0,"61,000","61,100","60,500","16,086,716"
2020.10.13,"60,900",500,"61,000","61,400","60,400","19,247,631"
2020.10.12,"60,400",700,"60,000","60,400","59,900","16,145,837"
2020.10.08,"59,700",200,"60,500","60,700","59,500","24,589,924"
2020.10.07,"59,900",900,"58,700","59,900","58,500","14,861,838"
2020.10.06,"59,000",300,"59,400","59,900","58,700","14,463,826"
2020.10.05,"58,700",500,"57,500","59,200","57,500","20,228,289"
2020.09.29,"58,200",0,"58,300","59,000","58,200","15,503,563"
2020.09.28,"58,200",300,"58,300","58,800","57,900","12,614,080"
2020.09.25,"57,900",100,"57,700","58,200","57,700","11,444,683"
2020.09.24,"57,800",800,"57,700","58,600","57,600","17,564,020"
2020.09.23,"58,600",400,"58,400","58,800","57,400","20,111,398"
2020.09.22,"58,200","1,000","59,100","59,700","57,800","20,830,381"
2020.09.21,"59,200",100,"59,100","60,000","59,000","15,140,387"
2020.09.18,"59,300",200,"59,800","59,900","59,100","18,884,571"
2020.09.17,"59,500","1,500","60,700","60,800","59,300","25,108,356"
2020.09.16,"61,000",0,"61,100","61,300","60,600","17,041,444"
2020.09.15,"61,000",600,"60,900","61,000","60,500","17,877,075"
2020.09.14,"60,400","1,400","60,200","60,800","59,900","20,648,281"
2020.09.11,"59,000",200,"59,300","59,400","58,200","16,017,098"
2020.09.10,"59,200",800,"59,900","60,000","59,100","29,923,293"
2020.09.09,"58,400",300,"58,200","59,300","57,800","30,597,399"
2020.09.08,"58,700","2,200","57,400","58,700","57,200","31,517,520"
2020.09.07,"56,500",900,"56,100","57,300","55,800","18,685,880"
2020.09.04,"55,600",800,"55,200","55,800","55,100","22,139,109"
2020.09.03,"56,400","2,000","55,600","56,700","55,500","28,384,920"
2020.09.02,"54,400",200,"54,600","55,100","54,100","16,905,723"
2020.09.01,"54,200",200,"54,100","54,800","54,100","19,363,117"
2020.08.31,"54,000","1,400","56,000","56,100","54,000","32,671,367"
2020.08.28,"55,400",200,"56,100","56,300","55,400","14,619,888"
2020.08.27,"55,600",800,"56,300","56,300","55,600","16,196,568"
2020.08.26,"56,400",0,"56,400","56,500","55,700","17,651,593"
2020.08.25,"56,400",300,"56,400","56,800","56,100","14,021,705"
2020.08.24,"56,100",200,"55,800","56,600","55,400","15,055,896"
2020.08.21,"55,900",500,"56,200","56,900","55,800","21,142,288"
2020.08.20,"55,400","2,400","57,600","57,600","55,300","30,386,029"
2020.08.19,"57,800",600,"59,000","59,200","57,800","16,930,719"
2020.08.18,"58,400",400,"58,900","59,900","58,000","25,307,825"
2020.08.14,"58,000",700,"58,000","58,400","57,700","15,672,548"
2020.08.13,"58,700",300,"59,400","59,600","58,000","22,089,460"
2020.08.12,"59,000",800,"58,200","59,000","57,700","18,573,934"
2020.08.11,"58,200",400,"58,000","59,500","57,800","24,907,912"
2020.08.10,"57,800",300,"57,600","58,300","57,500","17,774,291"
2020.08.07,"57,500",500,"57,900","58,400","57,100","18,751,717"
2020.08.06,"58,000","1,100","57,100","58,400","57,100","21,625,874"
2020.08.05,"56,900",400,"57,300","57,500","56,300","17,739,706"
2020.08.04,"57,300",500,"57,200","58,100","57,000","19,419,694"
2020.08.03,"56,800","1,100","57,800","57,900","56,700","21,158,940"
2020.07.31,"57,900","1,100","59,500","59,600","57,700","21,943,345"
2020.07.30,"59,000",0,"59,700","60,100","59,000","19,285,354"
2020.07.29,"59,000",400,"60,300","60,400","58,600","36,476,611"
2020.07.28,"58,600","3,000","57,000","58,800","56,400","48,431,566"
2020.07.27,"55,600","1,400","54,300","55,700","54,300","21,054,421"
2020.07.24,"54,200",100,"54,000","54,400","53,700","10,994,535"
2020.07.23,"54,100",600,"54,700","54,700","53,800","16,214,932"
2020.07.22,"54,700",600,"55,300","55,500","54,700","12,885,057"
2020.07.21,"55,300","1,100","55,200","55,400","54,800","18,297,260"
2020.07.20,"54,200",200,"54,800","54,800","54,000","10,507,530"
2020.07.17,"54,400",600,"54,200","54,700","54,100","10,096,174"
2020.07.16,"53,800",900,"54,800","54,800","53,800","16,779,127"
2020.07.15,"54,700",900,"54,400","55,000","54,300","24,051,450"
2020.07.14,"53,800",400,"53,700","53,800","53,200","14,269,484"
2020.07.13,"53,400",700,"53,300","53,800","53,100","12,240,188"
2020.07.10,"52,700",100,"53,100","53,200","52,300","13,714,746"
2020.07.09,"52,800",200,"53,200","53,600","52,800","17,054,850"
2020.07.08,"53,000",400,"53,600","53,900","52,900","19,664,652"
2020.07.07,"53,400","1,600","55,800","55,900","53,400","30,760,032"
2020.07.06,"55,000","1,400","54,000","55,000","53,800","19,856,623"
2020.07.03,"53,600",700,"53,000","53,600","52,700","11,887,868"
2020.07.02,"52,900",300,"52,100","52,900","52,100","14,142,583"
2020.07.01,"52,600",200,"53,400","53,600","52,400","16,706,143"
2020.06.30,"52,800",400,"53,900","53,900","52,800","21,157,172"
2020.06.29,"52,400",900,"52,500","53,200","52,000","17,776,925"
2020.06.26,"53,300","1,400","52,800","53,900","52,200","21,575,360"
2020.06.25,"51,900","1,000","52,100","53,000","51,900","18,541,624"
2020.06.24,"52,900","1,500","51,900","53,900","51,600","24,519,552"
2020.06.23,"51,400",600,"52,500","52,800","51,100","18,086,152"
2020.06.22,"52,000",900,"52,000","52,600","51,800","13,801,350"
2020.06.19,"52,900",600,"52,600","52,900","51,600","18,157,985"
2020.06.18,"52,300",100,"52,200","52,300","51,600","15,982,926"
2020.06.17,"52,200",100,"52,100","52,900","51,300","26,672,595"
2020.06.16,"52,100","2,200","51,200","52,100","50,600","21,808,375"
2020.06.15,"49,900","2,400","51,400","52,000","49,900","28,772,921"
2020.06.12,"52,300","2,000","52,100","52,800","51,500","26,976,019"
2020.06.11,"54,300","1,100","54,500","55,100","53,200","33,815,123"
2020.06.10,"55,400",100,"55,100","55,900","54,900","16,742,493"
2020.06.09,"55,500",600,"55,800","56,500","54,400","23,998,831"
2020.06.08,"54,900",600,"56,400","56,500","54,700","25,634,965"
2020.06.05,"55,500",900,"54,400","55,900","54,000","22,743,629"
2020.06.04,"54,600",100,"55,800","57,000","54,600","40,220,334"
2020.06.03,"54,500","3,100","51,800","55,000","51,700","49,257,814"
2020.06.02,"51,400",200,"51,000","51,500","50,800","14,247,933"
2020.06.01,"51,200",500,"50,800","51,200","50,600","16,949,183"
2020.05.29,"50,700",300,"50,000","50,700","49,700","27,596,961"
2020.05.28,"50,400",500,"51,100","51,200","49,900","31,309,318"
2020.05.27,"49,900",650,"48,950","50,000","48,800","19,548,479"
2020.05.26,"49,250",400,"48,700","49,450","48,600","15,127,490"
2020.05.25,"48,850",100,"48,750","48,900","48,450","14,337,913"
2020.05.22,"48,750","1,200","49,600","49,800","48,600","19,706,284"
2020.05.21,"49,950",50,"50,300","50,400","49,850","14,949,266"
2020.05.20,"50,000",300,"50,000","50,200","49,800","14,896,899"
2020.05.19,"50,300","1,500","50,100","50,500","49,700","25,168,295"
2020.05.18,"48,800",950,"47,950","49,100","47,600","20,481,981"
2020.05.15,"47,850",150,"48,400","48,450","47,700","18,463,118"
2020.05.14,"48,000",550,"47,750","48,100","47,650","19,305,974"
2020.05.13,"48,550",650,"47,250","48,550","47,200","20,223,277"
2020.05.12,"47,900",500,"48,400","48,500","47,550","23,433,590"
2020.05.11,"48,400",400,"48,900","49,250","48,300","16,357,743"
2020.05.08,"48,800",0,"49,100","49,350","48,800","15,319,700"
2020.05.07,"48,800",400,"49,200","49,300","48,700","13,884,411"
2020.05.06,"49,200",700,"49,000","49,200","48,500","18,070,225"
2020.05.04,"48,500","1,500","48,900","49,100","48,500","26,083,749"
2020.04.29,"50,000",100,"49,900","50,500","49,600","15,604,533"
2020.04.28,"50,100",250,"49,850","50,100","49,300","16,095,399"
2020.04.27,"49,850",500,"49,350","50,000","49,100","14,049,471"
2020.04.24,"49,350",500,"49,650","49,750","49,000","15,618,347"
2020.04.23,"49,850",0,"50,200","50,300","49,500","18,754,442"
2020.04.22,"49,850",600,"48,700","50,000","48,350","18,613,864"
2020.04.21,"49,250",850,"49,400","49,700","48,700","27,407,543"
2020.04.20,"50,100","1,300","51,400","51,400","50,000","21,866,354"
2020.04.17,"51,400","2,400","50,800","52,000","50,300","32,041,675"
2020.04.16,"49,000",0,"49,350","49,350","48,550","23,349,760"
2020.04.14,"49,000",700,"48,800","49,200","48,300","14,206,216"
2020.04.13,"48,300",950,"48,650","48,900","48,300","14,431,800"
2020.04.10,"49,250",150,"48,950","49,250","48,650","17,839,111"
2020.04.09,"49,100",500,"49,750","49,800","48,700","22,628,058"
2020.04.08,"48,600","1,000","49,600","49,750","48,600","25,010,314"
2020.04.07,"49,600",900,"49,650","50,200","49,000","31,524,034"
2020.04.06,"48,700","1,700","47,500","48,800","47,250","23,395,726"
2020.04.03,"47,000",200,"47,400","47,600","46,550","22,784,682"
2020.04.02,"46,800","1,000","46,200","46,850","45,350","21,621,076"
2020.04.01,"45,800","1,950","47,450","47,900","45,800","27,259,532"
2020.03.31,"47,750",100,"48,000","48,500","47,150","30,654,261"
2020.03.30,"47,850",450,"47,050","48,350","46,550","26,797,395"
2020.03.27,"48,300",500,"49,600","49,700","46,850","39,896,178"
2020.03.26,"47,800",850,"49,000","49,300","47,700","42,185,129"
2020.03.25,"48,650","1,700","48,950","49,600","47,150","52,735,922"
2020.03.24,"46,950","4,450","43,850","46,950","43,050","49,801,908"
2020.03.23,"42,500","2,900","42,600","43,550","42,400","41,701,626"
2020.03.20,"45,400","2,450","44,150","45,500","43,550","49,730,008"
2020.03.19,"42,950","2,650","46,400","46,650","42,300","56,925,513"
2020.03.18,"45,600","1,700","47,750","48,350","45,600","40,152,623"
2020.03.17,"47,300","1,600","46,900","49,650","46,700","51,218,151"
2020.03.16,"48,900","1,050","50,100","50,900","48,800","33,339,821"
2020.03.13,"49,950",850,"47,450","51,600","46,850","59,462,933"
2020.03.12,"50,800","1,300","51,000","51,900","49,300","48,149,999"
2020.03.11,"52,100","2,500","54,300","54,400","52,000","45,707,281"
2020.03.10,"54,600",400,"53,800","54,900","53,700","32,106,554"
2020.03.09,"54,200","2,300","54,700","55,000","53,600","30,261,485"
2020.03.06,"56,500","1,300","56,500","57,200","56,200","18,716,656"
2020.03.05,"57,800",400,"57,600","58,000","56,700","21,698,990"
2020.03.04,"57,400","2,000","54,800","57,600","54,600","24,765,728"
2020.03.03,"55,400",400,"56,700","56,900","55,100","30,330,295"
2020.03.02,"55,000",800,"54,300","55,500","53,600","30,403,412"
2020.02.28,"54,200","1,700","55,000","55,500","54,200","30,054,227"
2020.02.27,"55,900",600,"56,300","56,900","55,500","23,209,541"
2020.02.26,"56,500","1,400","56,000","57,000","56,000","25,483,102"
2020.02.25,"57,900","1,100","56,200","58,000","56,200","23,885,408"
2020.02.24,"56,800","2,400","57,400","58,100","56,800","25,627,537"
2020.02.21,"59,200",800,"58,800","59,800","58,500","13,777,393"
2020.02.20,"60,000",200,"60,700","61,300","59,600","14,591,924"
2020.02.19,"60,200",400,"59,800","60,400","59,400","12,951,496"
2020.02.18,"59,800","1,700","60,800","60,900","59,700","16,674,266"
2020.02.17,"61,500",300,"61,600","62,000","61,200","8,740,596"
2020.02.14,"61,800","1,100","60,900","61,900","60,200","13,276,067"
2020.02.13,"60,700",200,"61,200","61,600","60,500","18,449,775"
2020.02.12,"60,500",600,"60,300","60,700","59,700","12,904,207"
2020.02.11,"59,900",200,"59,800","60,700","59,700","11,071,231"
2020.02.10,"59,700",700,"59,200","59,800","59,100","13,107,121"
2020.02.07,"60,400",700,"61,100","61,200","59,700","16,402,493"
2020.02.06,"61,100","1,600","60,100","61,100","59,700","14,727,159"
2020.02.05,"59,500",600,"60,000","60,200","58,900","19,278,165"
2020.02.04,"58,900","1,700","57,100","59,000","56,800","21,800,192"
2020.02.03,"57,200",800,"55,500","57,400","55,200","23,995,260"
2020.01.31,"56,400",800,"57,800","58,400","56,400","19,749,457"
2020.01.30,"57,200","1,900","58,800","58,800","56,800","20,821,939"
2020.01.29,"59,100",300,"59,100","59,700","58,800","16,446,102"
2020.01.28,"58,800","2,000","59,400","59,400","58,300","23,664,541"
2020.01.23,"60,800","1,500","61,800","61,800","60,700","14,916,555"
2020.01.22,"62,300",900,"60,500","62,600","60,400","15,339,565"
2020.01.21,"61,400","1,000","62,000","62,400","61,200","11,142,693"
